Trans,GP#,Status,Inv Status,Pkg ID,GTD Bal,Orig Fee,Note DT,Loan Age,Matures,Orig Mos,Mat Mos,Paid To,Sell Ratio,Sell Value,Borrower,Street Addr,City/State,NAICS,Gross Cpn,NetCpn,Adjust,Pays,Net Cap,Net Flr,Basis,Orig Lender,Cert,NAICS PRE,GEO
317859.11,947 722 8104,Actual,Long Maturity,402,604687.63,2.405,44099,33,49597,181,148,45051,2.8,40719.665,HexaGroup Ltd.,3411 Mount Vernon St.,"Houston, TX 77006",541519,1.75,-2.35,Q,M,,,365/365,b1BANK,398074,54,TX
319846.11,768 064 8206,Actual,Long Maturity,402,3684423.26,0.48,44092,33,53250,301,268,45064,2.8,49518.64861,"Spa Forest, Inc.",6432 General Green Way,"Alexandria, VA 22312",812112,1.5,-0.675,Q,M,,,30/360,NewBank,402149,81,VA
318926.11,949 459 8210,Actual,Long Maturity,402,1396521.4,1.73,44195,30,53797,316,286,45076,2.8,67647.49662,Jung's LLC,1110 E Battlefield,"Springfield, MO 65807",722511,2.75,-0.675,Q,M,,,30/360,OakStar Bank,402152,72,MO
319721.11,901 944 8201,Actual,Long Maturity,402,673473.12,1.73,44168,30,53462,305,275,45056,2.8,32623.03793,"Head to Toe Healthy Spa, Inc.",306 East Springfield Rd.,"Springfield, PA 19064",812112,2.75,-0.675,Q,M,,,30/360,"Fulton Bank, N.A. (PA)",402150,81,PA
315103.11,940 484 8210,Actual,Long Maturity,402,2984626.24,2.905,44202,29,53373,301,272,45051,2.8,242769.4984,"Sober Living Solutions, LLC",2528 W. Palmetto Street,"Florence, SC 29501",623220,2.25,-2.35,Q,M,,,365/365,FinWise Bank aka Utah Community Bank,400073,62,SC
321090.11,959 691 8200,Actual,Long Maturity,402,917204.75,1.23,44225,29,53554,307,278,45068,2.8,31588.53159,EFD Properties LLC,314 N York Street,"Elmhurst, IL 60126",621210,2.75,-0.175,Q,M,,,365/365,Live Oak Banking Co.,415578,62,IL
318781.11,744 128 8404,Actual,Long Maturity,402,1674010.12,1.03,44253,28,53797,314,286,45041,2.8,48278.45186,Texpress Car Wash Stephenville LLC,"3700 Rufe Snow Dr, Ste 300","North Richland Hills, TX 76180",811192,2,-0.175,Q,M,,,365/365,Celtic Bank,415576,81,TX
319076.11,879 152 8202,Actual,Long Maturity,402,2093183.18,0.98,44231,28,53585,307,279,45047,2.8,57436.94646,Twin City Island Spirits Inc. dba Scion Farm Distillery,Plot 4 - G Estate Sion Farm,"Queens Quarter, St. Croix, VI 00820",312140,2.5,-0.175,Q,M,,,365/365,Stone Bank,415577,31,VI
319532.11,910 248 8203,Actual,Long Maturity,402,355174.2,1.73,44230,28,53766,313,285,45047,2.8,17204.63825,Little Angels Daycare,4551 Summit Blvd,"West Palm Beach, FL 33415",624410,2.75,-0.675,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",402151,62,FL
315600.11,708 948 8405,Actual,Long Maturity,402,154699.12,2.28,44265,27,53615,307,280,45084,2.8,9875.991821,Beyond The Trail RV Park LLC,2880 Highway 94,"Defiance, MO 63341",721211,0,-0.675,Q,M,,,365/365,Fortune Bank,375127,72,MO
319668.11,811 172 8505,Actual,Long Maturity,402,681278.78,1.03,44264,27,53615,307,280,45072,2.8,19648.08002,Skelton's Runway,,"Alpine, TX 79830",445120,2.5,0.325,Q,M,,,365/365,"TransPecos Banks, SSB",406759,44,TX
320270.11,373 696 7007,Actual,Long Maturity,402,2201545.27,0.73,44278,27,53707,310,283,45054,2.8,44999.58532,c4bullsboro inc ,250 Bullsboro Dr.,"Newnan, GA 30263",457110,2.25,-0.175,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,415559,45,GA
319518.11,465 622 8706,Actual,Long Maturity,402,1129583.66,1.78,44314,26,53646,307,281,45051,2.8,56298.44961,Sea Dog Animal Training LLC,17210 Country Brook Lane,"Houston, TX 77095             ",812910,2.25,-0.675,Q,M,,,365/365,Texas Advantage Community Bank,402147,81,TX
320043.11,305 142 8808,Actual,Long Maturity,402,2385506.69,1.53,44316,26,53919,316,290,45048,2.8,102195.1066,"1971 Marietta Blvd, LLC & Tire Runner, Inc & Tire South Inc ",1971 Marietta Blvd.,"Atlanta, GA 30318",441320,2.5,-0.175,Q,M,,,365/365,First Savings Bank,415557,44,GA
320187.11,344 946 7203,Actual,Long Maturity,402,513678.52,0.73,44314,26,53919,316,290,45082,2.8,10499.58895,"Joyce's Learning Center (2), LLC",621 Kraft Ave ,"Panama City, FL 32401",624410,2.75,0.325,Q,M,,,365/365,CRF Small Business Loan Co. LLC,406738,62,FL
320273.11,107 514 8704,Actual,Long Maturity,402,362311.14,1.28,44291,26,53462,301,275,45045,2.8,12985.23126,Styles by Cortney V LLC,4007 Garrett Rd,"Drexel Hill, PA 19026",812112,2.75,0.325,Q,M,,,30/360,Firstrust Bank,406729,81,PA
319819.11,288 788 8605,Actual,Long Maturity,402,2630753.83,1.03,44329,25,54041,319,294,45047,2.8,75870.94046,D-Block LLC and The Wet Side Car Wash LLC,499 State Highway 36,"Port Monmouth, NJ 07758",811192,2,-0.175,Q,M,,,365/365,WSFS Bank,415556,81,NJ
320661.11,358 537 9001,Actual,Long Maturity,402,2995955.81,1.03,44342,25,54011,318,293,45068,2.8,86403.36556,Homten LLC/GDH Enterprises LLC dba K9 Resorts Luxury Pet Hotel of Roxb,21-23 State Route 10 East,"Succasunna, NJ 07876",812910,2,-0.175,Q,M,,,30/360,Unity Bank,415558,81,NJ
320423.11,996 884 9005,Actual,Long Maturity,402,243098.11,0.53,44361,24,53523,301,277,45070,2.8,3607.575952,Sultani Serenity Home Health Care Agency LLC,7535 Little River Turnpike 208-B,"Annandale, VA 22003",621610,1.5,-0.175,Q,M,,,365/365,Bank of Hope,415579,62,VA
319757.11,121 775 9103,Actual,Long Maturity,402,642040.07,1.53,44403,23,53707,306,283,45072,2.8,27504.9966,"CCS Investments of Tamarac, LLC",2425 NW 19th Street,"Ft. Lauderdale, FL 33311",624410,2.5,-0.175,Q,M,,,365/365,Paradise Bank,415547,62,FL
319175.11,132 831 9103,Actual,Long Maturity,402,395581.96,0.155,44438,22,53585,301,279,45089,2.8,1716.825706,Elizabeth Wang Acupuncture P.C.,75 - 80 184th Street,"Fresh Meadows, NY 11366",621399,1,-0.3,Q,M,,,30/360,Woori America Bank,388393,62,NY
319136.11,123 177 9105,Actual,Long Maturity,402,502384.69,2.955,44440,21,53615,301,280,45047,2.8,41567.30925,COG Properties LLC,17404 Horace St,"Granada Hills, CA 91344",623990,1.75,-2.35,Q,M,,,365/365,United Business Bank,402154,62,CA
319137.11,123 168 9102,Actual,Long Maturity,402,966420.87,2.955,44440,21,53615,301,280,45047,2.8,79961.66278,ITB Industries LLC,4637 Nagle Ave,"Sherman Oaks, CA 91423",623110,1.75,-2.35,Q,M,,,365/365,United Business Bank,397497,62,CA
319851.11,138 099 9105,Actual,Long Maturity,402,2248092.92,0.78,44469,21,53615,301,280,45047,2.8,49098.34937,Pineda Hotels - NASA LLC,3636 Nasa Road 1,"Seabrook, TX 77586",721110,1.75,-0.175,Q,M,,,365/365,United Midwest Savings Bank,415548,72,TX
320588.11,156 439 9107,Actual,Long Maturity,402,230750.68,1.78,44454,21,53615,301,280,45046,2.8,11500.61389,"Garrett Services, LLC",1101 N. Main Street,"Edgerton, WI 53534",238990,2.75,-0.175,Q,M,,,365/365,MVB Bank,415550,23,WI
319850.11,184 287 9110,Actual,Long Maturity,402,2755899.54,0.53,44482,20,53646,301,281,45047,2.8,40897.54917,Shiv-Sai SRJ LLC,1004 South US-59,"Cleveland, TX 77327",721110,1.5,-0.175,Q,M,,,365/365,United Midwest Savings Bank,415554,72,TX
321154.11,154 926 9105,Actual,Long Maturity,402,3139086.96,0.03,44491,20,53646,301,281,45068,2.8,2636.833046,Elysian Gardens LLC,312 E 124th Ave,"Tampa, FL 33612",623312,1,-0.175,Q,M,,,365/365,Live Oak Banking Co.,415549,62,FL
320192.11,168 013 9107,Actual,Long Maturity,402,1619237.16,0.28,44530,19,53676,301,282,45076,2.8,12694.81933,Neelkanth Hospitality Inc,9050 Route 34,"Weedsport, NY 13166",721110,1.25,-0.175,Q,M,,,365/365,New Millennium Bank,415551,72,NY
320988.11,177 282 9110,Actual,Long Maturity,402,262877.44,0.53,44517,19,53676,301,282,45058,2.8,3901.10121,Generations Carpet Cleaning Inc,7720 Foxbear Ct,"New Port Richey, FL 34655",561740,1.5,-0.175,Q,M,,,365/365,Customers Bank,415552,56,FL
319992.11,288 075 9104,Actual,Long Maturity,402,943974.03,0.48,44559,18,53707,301,283,45072,2.8,12687.01096,Shree Hari LLC dba EconoLodge,1600 Jerry Clower Blvd,"Yazoo City, MS 39194",721110,2,-0.175,Q,M,,,365/365,Peoples Bank ,415555,72,MS
321129.11,179 620 9106,Actual,Long Maturity,402,1775587.37,0.78,44543,18,53707,301,283,45071,2.8,38778.82816,Perry Stop,3231 Perry Ave.,"Bremerton, WA 98310",447110,1.75,-0.175,Q,M,,,365/365,Commonwealth Business Bank,415553,44,WA
320414.11,166 416 9105,Actual,Long Maturity,402,777652.64,1.03,44574,17,53919,307,290,45047,2.8,22427.50214,Mohawk Enterprises 157 LLC,157 Main Street,"Whitehouse Station, NJ 08889",722511,1.75,-0.425,Q,M,,,30/360,Unity Bank,412060,72,NJ
320633.11,315 799 9101,Actual,Long Maturity,402,543390.39,1.54,44592,17,53738,301,284,45047,2.8,23430.99362,"Hicks Chiropractic Center, LLC",501 W. Kieffer Road,"Michigan City, IN 46360",621310,2.75,-0.425,Q,M,,,365/365,United Midwest Savings Bank,413871,62,IN
320473.11,162 105 9107,Actual,Long Maturity,402,803700,2.03,44596,16,53858,304,288,45050,2.8,45682.308,"Beer Church Hospitality Group, Inc.",24 S Whittaker,"New Buffalo, MI 49117",312120,2.75,-0.425,Q,M,,,365/365,ByLine Bank,412059,31,MI
320660.11,293 345 9102,Actual,Long Maturity,402,970014.61,1.48,44610,16,54132,313,297,45056,2.8,40197.40544,"Lube-Tech, LLC",8631 Goldenglow Way NE,"Leland, NC 28451",811191,2.75,-0.425,Q,M,,,365/365,Celtic Bank,413870,81,NC
319257.11,337 275 9102,Actual,Long Maturity,402,118382.19,1.78,44622,15,53888,304,289,45051,2.8,5900.16835,Blue Roo Express Car Wash,5262 Delhi Pike,"Cincinnati, OH 45238",811192,2.5,-0.425,Q,M,,,365/365,Evolve Bank & Trust,412063,81,OH
320178.11,303 336 9109,Actual,Long Maturity,402,1275000,1.48,44651,15,54163,313,298,45052,2.8,52836,Escapology Cypress,11970 Barker Cypress Rd,"Cypress, TX 77433",713990,2.75,-0.425,Q,M,,,365/365,Lincoln Savings Bank,412061,71,TX
320630.11,326 503 9103,Actual,Long Maturity,402,1199515.25,0.48,44630,15,53797,301,286,45046,2.8,16121.48496,Aayu Satva LLC dba Rodeway Inn,185 Byers Rd,"Miamisburg, OH 45342",721110,1.75,-0.425,Q,M,,,365/365,United Midwest Savings Bank,413872,72,OH
320631.11,343 863 9105,Actual,Long Maturity,402,783856.59,1.23,44627,15,53797,301,286,45047,2.8,26996.02096,Mahant LLC dba Super 8 ,207 W Gallup Road,"Jefferson, IA 50129",721110,2.5,-0.425,Q,M,,,365/365,United Midwest Savings Bank,413873,72,IA
320296.11,363 226 9105,Actual,Long Maturity,402,418528.4,1.54,44656,14,53919,304,290,45045,2.8,18046.94461,MCR Holdings LLC dba Grease Monkey of Pendleton,921 Pioneer Rd.,"Pendleton, SC 29670 ",811111,2.75,-0.425,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,412065,81,SC
320533.11,382 903 9110,Actual,Long Maturity,402,1120176.52,0.98,44676,14,53827,301,287,45056,2.8,30737.64371,Zaver Corporation,9030 S Cicero Ave,"Oak Lawn, IL 60453",445310,2.25,-0.425,Q,M,,,365/365,ByLine Bank,413874,44,IL
320036.11,408 372 9102,Actual,Long Maturity,402,241413.61,2.03,44712,13,53858,301,288,45094,2.8,13721.94959,R K Hall & Company Inc.,1711 Pope St ,"Rock Hill, SC 29732",238990,2.75,-0.425,Q,M,,,365/365,CRF Small Business Loan Co. LLC,412068,23,SC
320415.11,383 396 9110,Actual,Long Maturity,402,875879.27,0.73,44707,13,53858,301,288,45054,2.8,17902.97228,Ethankarim LLC                    ,4003 Bergenline Ave,"Union City, NJ 07087",448190,2,-0.425,Q,M,,,30/360,Unity Bank,412067,44,NJ
320431.11,345 552 9109,Actual,Long Maturity,402,236241.3,1.28,44690,13,54224,313,300,45047,2.8,8466.888192,"Amy Brown-Pearce and Tracy Pearce/The Fetching Post, LLC",579 W. Barbee Street,"Zebulon, NC 27597",459910,2,-0.425,Q,M,,,30/360,"Blue Ridge Bank, NA",412064,45,NC
320985.11,372 008 9110,Actual,Long Maturity,402,548771.41,0.29,44687,13,53858,301,288,45062,2.8,4456.023849,Diaspora Re LLC,425 Elmora Avenue,"Elizabeth, NJ 07208",541110,1.25,-0.675,Q,M,,,365/365,Customers Bank,415306,54,NJ
321013.11,397 088 9106,Actual,Long Maturity,402,357785.81,0.98,44708,13,53858,301,288,45064,2.8,9817.642626,30 Kit Kat Dr LLC,30 Kit Kat Dr,"Mound House, NV 89706",562991,2,-0.675,Q,M,,,365/365,Customers Bank,415307,56,NV
320139.11,410 857 9102,Actual,Long Maturity,402,237564.76,2.03,44722,12,53888,301,289,45051,2.8,13503.18096,DOC Mountain Realty / Elk Mountain Winery LLC,24670 Bennetts Valley Highway,"Weedville, PA 15868",312130,2.75,-0.425,Q,M,,,365/365,First Commonwealth Bank,412069,31,PA
320392.11,415 038 9108,Actual,Long Maturity,402,96625,1.78,44742,12,53888,301,289,45075,2.8,4815.79,"R W Machine, LLC",808 S State Hwy 35,"Luck, WI	54853",332710,2.5,-0.425,Q,M,,,365/365,Frandsen Bank & Trust,412070,33,WI
320526.11,414 000 9106,Actual,Long Maturity,402,1865250,0.48,44739,12,54254,313,301,45072,2.8,25068.96,Eastland Truck Stop,11618 IH-20,"Eastland, TX 76448",457110,1.5,-0.675,Q,M,,,365/365,Wallis State Bank,415310,45,TX
320562.11,410 273 9101,Actual,Long Maturity,402,445841.19,1.04,44726,12,53888,301,289,45047,2.8,12982.89545,Pink Lab Real Estate 2 LLC,352 Hannum Ave.,"West Chester, PA 19380",812199,2.25,-0.425,Q,M,,,365/365,WSFS Bank,413875,81,PA
320983.11,409 741 9104,Actual,Long Maturity,402,1314879.86,0.73,44726,12,53888,301,289,45054,2.8,26876.14434,"Atascadero Children's Center, LLC",11850 Viejo Camino,"Atascadero, CA 93422",624410,1.75,-0.675,Q,M,,,365/365,Customers Bank,415308,62,CA
321135.11,412 181 9107,Actual,Long Maturity,402,600000,0.413,44733,12,53888,301,289,45071,2.8,6938.4,Defined Wealth Inc. & SBCC Club Limited LLC,1710 Jet Stream Drive Suite 115,"Colorado Springs, CO 80921",523920,1.373,-0.675,Q,M,,,365/365,CrossFirst Bank  ,415309,52,CO
320571.11,415 102 9107,Actual,Long Maturity,402,1190269.78,0.23,44747,11,53919,301,290,45056,2.8,7665.337383,"Cuve Investment LLC, JAT Wheels Inc, Toprich (USA) Inc",11930 Goldring Road,"Arcadia, CA 91006",423120,1.5,-0.425,Q,M,,,365/365,First General Bank,413876,42,CA
320982.11,415 587 9101,Actual,Long Maturity,402,634814.12,0.79,44754,11,53919,301,290,45051,2.8,14042.08833,Bimmer Center LLC and Bimmer Hub LLC,391 Springfield Ave,"Westfield, NJ 07090",811114,1.75,-0.675,Q,M,,,365/365,Customers Bank,415311,81,NJ
320371.11,420 760 9104,Actual,Long Maturity,402,2237681.63,0.98,44782,10,54072,305,295,45051,2.8,61401.98393,Kent Brosseau dba Brosseau's Coachworks,1135 NW Noble Dr.,"Estacada, OR 97023",811121,2.5,-0.175,Q,M,,,365/365,Mission Valley Bank,415561,81,OR
320494.11,420 508 9110,Actual,Long Maturity,402,2508126.35,0.73,44778,10,53950,301,291,45051,2.8,51266.10259,BHAGYA LLC,4913 Timber Dr,"Lake Park, GA 31636",721110,2,-0.425,Q,M,,,365/365,Celtic Bank,412071,72,GA
320570.11,426 547 9100,Actual,Long Maturity,402,1189967.33,0.23,44802,10,53950,301,291,45048,2.8,7663.389605,Yi Liang and Yang Yi Liu and A-Z Glazing Corporation,10303 Rush Street,"South El Monte, CA 91733",238150,1.5,-0.425,Q,M,,,365/365,First General Bank,413878,23,CA
319754.11,432 230 9103,Actual,Long Maturity,402,3746522.43,0.98,44827,9,53980,301,292,45045,2.8,102804.5755,Hamid Hojati,1840 South Santa Fe Street,"Santa Ana, CA 92705",811121,2.25,-0.425,Q,M,,,365/365,Bank of Southern California  ,412075,81,CA
320474.11,428 967 9106,Actual,Long Maturity,402,1720205.59,0.98,44813,9,53980,301,292,45051,2.8,47202.44139,"SNND CP, Inc./Randall Mart",7030-32 Huntley Road,"Carpentersville, IL 60110",457110,2.25,-0.425,Q,M,,,365/365,ByLine Bank,412074,45,IL
320556.11,890 519 8808,Actual,Long Maturity,402,1260344.72,0.78,44825,9,53980,301,292,45067,2.8,27525.92868,Pandora Beauty Supply LLC,1934 Needmore Road,"Dayton, OH 45414",456120,1.5,-0.425,Q,M,,,365/365,KeyBank - East,413901,45,OH
320573.11,429 492 9103,Actual,Long Maturity,402,1010646.39,0.23,44818,9,54163,307,298,45048,2.8,6508.562752,"SAS Coffee, LLC",3026 Ava Court,"Indian Land, SC 29707",722515,1.5,-0.425,Q,M,,,30/360,Cadence Bank,413880,72,SC
320948.11,425 693 9105,Actual,Long Maturity,402,835064.78,0.73,44812,9,53980,301,292,45051,2.8,17068.7241,Jap Ji Petroleum Inc.,410 Monon Blvd,"Indianapolis, IN 46203",457110,2,-0.425,Q,M,,,30/360,Merchants Bank of Indiana,413877,45,IN
321137.11,427 478 9101,Actual,Long Maturity,402,2597475,0.48,44818,9,54346,313,304,45076,2.8,34910.064,"BDR Italian, LLC dba Osteria Lupo",4609-11 Magazine Street,"New Orleans, LA 70115",722511,1.5,-0.675,Q,M,,,365/365,American Bank,415312,72,LA
319715.11,428 394 9103,Actual,Long Maturity,402,1040046.21,0.305,44852,8,54011,301,293,45064,2.8,8881.994633,Bjelland Properties LLC / Gresham Heights Learning,,"Gresham, OR 97080",624410,1.5,-0.5,Q,M,,,365/365,KeyBank - West,400158,62,OR
320003.11,442 129 9108,Actual,Long Maturity,402,824996.13,1.98,44865,8,54041,302,294,45051,2.8,45737.78545,Good Old Days Spices LLC dba Good Old Days Spices,9084 W. Bluff Place,"Santee, CA 92071",424410,3,-0.675,Q,M,,,365/365,CalPrivate Bank,407992,42,CA
320129.11,380 314 9110,Actual,Long Maturity,402,749664.53,1.54,44859,8,54011,301,293,45073,2.8,32325.53453,Tech Auto Service Corp.,1287 Dorchester Ave.,"Dorchester, MA 02122",811111,2.75,-0.425,Q,M,,,365/365,ByLine Bank,412066,81,MA
320456.11,424 353 9104,Actual,Long Maturity,402,254168.02,2.03,44855,8,54011,301,293,45047,2.8,14446.91026,ReAlte Group LLC and Sepviva Deli Store Inc.,2519 Sepviva St.,"Philadelphia, PA 19125",445131,2.75,-0.425,Q,M,,,30/360,Univest Bank and Trust Co.,412072,44,PA
320545.11,433 051 9107,Actual,Long Maturity,402,625192.69,0.79,44839,8,54011,301,293,45051,2.8,13829.2623,Got it Covered Events LLC,13023 Essen Forest,"San Antonio, TX 78023",722320,2,-0.425,Q,M,,,365/365,American Momentum Bank,412076,72,TX
320947.11,427 198 9107,Actual,Long Maturity,402,1350000,0.73,44840,8,54316,311,303,45047,2.8,27594,CW Willis Family Farms LLC ,3700 9th St SW,"Vero Beach, FL 32968",424990,2,-0.425,Q,M,,,30/360,iTHINK Financial Credit Union,413879,42,FL
321097.11,439 949 9101,Actual,Long Maturity,402,252412.88,2.03,44855,8,54011,301,293,45063,2.8,14347.1481,"Porter Coffee Company LTD dba The Grounded Bean				",1050 Pearl Road ,"Brunswick, OH 44212",722515,2.5,-0.675,Q,M,,,365/365,First Commonwealth Bank,415318,72,OH
321122.11,436 300 9103,Actual,Long Maturity,402,203339.75,1.03,44851,8,54041,302,294,45076,2.8,5864.31839,Main Smoke Shop,617 E. Main St.,"Santa Maria, CA 93454",459991,1.5,-0.675,Q,M,,,365/365,Commonwealth Business Bank,415316,45,CA
321127.11,439 081 9105,Actual,Long Maturity,402,473781.02,0.23,44854,8,54041,302,294,45069,2.8,3051.149769,Kuldip Singh,320 S. Arrowhead Ave.,"San Bernardino, CA 92408",445131,1.25,-0.675,Q,M,,,365/365,Commonwealth Business Bank,415317,44,CA
321128.11,432 916 9101,Actual,Long Maturity,402,1899605.49,0.23,44846,8,54011,301,293,45071,2.8,12233.45936,AKMK Inc.,"7160 Capitol Blvd, SE","Tumwater, WA 98501",457110,1.25,-0.675,Q,M,,,365/365,Commonwealth Business Bank,415313,45,WA
321220.11,435 164 9110,Actual,Long Maturity,402,1035750,0.98,44845,8,54193,307,299,45079,2.8,28420.98,"We RV Champions of La Veta, LLC",15537 SH-64 West,"Tyler, TX 75704",721211,2,-0.675,Q,M,,,365/365,Celtic Bank,415315,72,TX
320046.11,453 855 9107,Actual,Long Maturity,402,3022640.21,0.23,44886,7,54041,301,294,45048,2.8,19465.80295,300 Cary LLC,301 Governor Treutlen  Dr,"Pooler, GA 31322",721110,1.5,-0.425,Q,M,,,365/365,MINT National Bank,412079,72,GA
320132.11,446 718 9105,Actual,Long Maturity,402,365939.8,2.03,44874,7,54041,301,294,45052,2.8,20800.01823,Meyers Auto Sales Inc,21730 Schoenherr Rd ,"Warren, MI 48089",811111,2.75,-0.425,Q,M,,,365/365,ByLine Bank,412077,81,MI
320387.11,427 072 9108,Actual,Long Maturity,402,261136.24,2.03,44875,7,54041,301,294,45051,2.8,14842.98388,Washington's & Smith's Paradise Funeral Homes LLC,1842 Barton Drive,"Shreveport, LA 71107",812210,2.75,-0.425,Q,M,,,30/360,Craft Bank,412073,81,LA
320652.11,457 650 9104,Actual,Long Maturity,402,284621.96,0.53,44887,7,54041,301,294,45068,2.8,4223.789886,Tuner Spares LLC,3250 W 66th Street Suite 419,"Edina, MN 55435",441330,1.25,-0.425,Q,M,,,365/365,BankVista,413884,44,MN
320038.11,439 807 9102,Actual,Long Maturity,402,1509023.79,1.73,44897,6,54072,301,295,45047,2.8,73097.11239,Diamond Cut Auto & Detail LLC,3405 Fowler St.,"Fort Myers, FL 33901",0,3,-0.425,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",413881,0,FL
320195.11,453 516 9102,Actual,Long Maturity,402,3736550.79,0.23,44918,6,54072,301,295,45069,2.8,24063.38709,300 Wild LLC,300 Wild Avenue,"Staten Island, NY 10314",721110,1.5,-0.425,Q,M,,,30/360,NewBank,412078,72,NY
320293.11,458 094 9110,Actual,Long Maturity,402,633725.04,0.98,44904,6,54072,301,295,45047,2.8,17389.4151,Bigfoot Bryn Mawr LLC,100 Hopkins Trail East,"Mooresville, IN 46158",721110,2.25,-0.425,Q,M,,,365/365,"Home Loan Investment Bank, FSB",412080,72,IN
320444.11,459 724 9108,Actual,Long Maturity,402,1722826.27,0.23,44901,6,54072,301,295,45051,2.8,11095.00118,460 NW LLC,460 NW 40th Ct,"Oakland Park, FL 33309",623312,1.5,-0.425,Q,M,,,365/365,Live Oak Banking Co.,412081,62,FL
320521.11,469 736 9106,Actual,Long Maturity,402,298200,0.78,44924,6,54254,307,301,45074,2.8,6512.688,Eastland Truck Stop,11618 IH-20,"Eastland, TX 76448",457110,1.5,-0.425,Q,M,,,365/365,Wallis State Bank,412084,45,TX
320608.11,465 380 9105,Actual,Long Maturity,402,689207.36,0.98,44915,6,54193,305,299,45046,2.8,18911.84996,"Deus Fidelis Est Holdings, Inc.",4001 North Prather Rd.,"Kansas City, MO 64116",811111,2.25,-0.425,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,413885,81,MO
320962.11,454 353 9106,Actual,Long Maturity,402,1162197.29,0.98,44896,6,54072,301,295,45057,2.8,31890.69364,"Equity and Justice Properties, LLC",P.O. Box 17370,"Champaign, IL  61821",621410,2.25,-0.425,Q,M,,,365/365,Busey Bank,413883,62,IL
321119.11,433 582 9105,Actual,Long Maturity,402,1964619.69,0.48,44910,6,54072,301,295,45069,2.8,26404.48863,Sunshine Deli Mart & Gas,2298 State Route 109,"Hoquiam, WA 98550",457110,1.5,-0.675,Q,M,,,365/365,Commonwealth Business Bank,415314,45,WA
321231.11,469 441 9102,Actual,Long Maturity,402,495947.85,0.23,44922,6,54072,301,295,45077,2.8,3193.904154,New Cambria Livestock Auctions LLC,29262 State Highway 149,"New Cambria, MO 63558",115210,1.25,-0.675,Q,M,,,365/365,MVB Bank,415320,11,MO
320317.11,444 223 9100,Actual,Long Maturity,402,448550.64,0.98,44950,5,54103,301,296,45047,2.8,12308.22956,Satya Saibaba LLC dba Martinique Motel,3029 Pacific Ave,"Atlantic City, NJ 08401",721110,2.25,-0.425,Q,M,,,365/365,Northfield Bank,413882,72,NJ
320318.11,460 479 9108,Actual,Long Maturity,402,673830.7,1.73,44953,5,54103,301,296,45045,2.8,32640.35911,Angus Bleus Private Club Inc.,17157 S. U.S. Highway 377,"Dublin, TX 76446",722511,3,-0.425,Q,M,,,30/360,"Newtek Small Business Finance, Inc.",412082,72,TX
320376.11,467 434 9108,Actual,Long Maturity,402,260769.5,2.03,44943,5,54103,301,296,45053,2.8,14822.13838,Financial Solutions Club LLC,1309 Wellbrook Circle NE,"Conyers, GA 30012",524210,2.75,-0.425,Q,M,,,365/365,First Savings Bank,412083,52,GA
320484.11,478 564 9107,Actual,Long Maturity,402,791250,0.23,44952,5,54132,302,297,45039,2.8,5095.65,Jossie LLC & Pueble Liquor LLC,2103 North Norwood Avenue,"Pueblo, CO 81001",445320,1.5,-0.425,Q,M,,,365/365,Hanmi Bank,412087,44,CO
320543.11,474 865 9100,Actual,Long Maturity,402,572815.88,0.48,44944,5,54132,302,297,45047,2.8,7698.645427,Danny Andrade dba Auto Tech Body Shop,3516 W Slauson Ave,"Los Angeles, CA 90043",811198,1.75,-0.425,Q,M,,,365/365,Open Bank,412086,81,CA
320575.11,471 541 9102,Actual,Long Maturity,402,2992704.84,0.23,44935,5,54103,301,296,45050,2.8,19273.01917,BWOC 168 LLC dba Best Western Oceanside Inn,1680 Oceanside Blvd,"Oceanside, CA 92054",721110,1.5,-0.425,Q,M,,,365/365,First General Bank,413886,72,CA
320656.11,147 614 9102,Actual,Long Maturity,402,1255067.4,0.28,44939,5,54103,301,296,45064,2.8,9839.728416,Seven Brothers Patel LLC (EPC) & Mac Atlanta Seven Inc (OC),4151 Mercer University Dr. ,"Macon, GA 31204",445320,1,-0.425,Q,M,,,365/365,First IC Bank,413869,44,GA
321131.11,479 678 9109,Actual,Long Maturity,402,1995000,0.48,44957,5,54132,302,297,45069,2.8,26812.8,Samra Investments Inc.,1580 West Highland Ave.,"Hermiston, OR 97838",457110,1.5,-0.675,Q,M,,,365/365,Commonwealth Business Bank,415323,45,OR
321217.11,466 380 9109,Actual,Long Maturity,402,2288408.51,0.73,44937,5,54103,301,296,45084,2.8,46775.06994,JMP Investments Conroe LLC dba Surestay Studio by Best Western Conroe ,1000 Cable Street,"Conroe, TX 77301",721110,1.75,-0.675,Q,M,,,30/360,Millennium Bank,415319,72,TX
320367.11,471 356 9108,Actual,Long Maturity,402,718823.49,0.98,44965,4,54132,301,297,45046,2.8,19724.51657,I Y Holdings LLC & Raptor Oil Tools LLC,5715 W County Rd. 123,"Midland, TX 79706",532490,2,-0.675,Q,M,,,365/365,Citizens Bank FAO Acclivity Financia,408006,53,TX
